	Alternate Symbols
OR10H2	
OR10H3	
OR10H4	
OR10H5	
OR10J1	HGMP07J,HSHGMP07J
OR10J2P	
OR10J3	
OR10J4	OST717
OR10J5	
OR10J6P	
OR10K1	
OR10K2	
OR10N1P	
OR10P1	OST701
OR10Q1	
OR10Q2P	
OR10R1P	
OR10R2	OR10R2Q
OR10R3P	
OR10S1	
PARP1	PARP
SLC12A1	NKCC2
OR10T1P	
OR10T2	
OR10U1P	
OR10V1	
OR10V2P	
OR10V3P	
OR10W1	
OR10X1	
OR10Y1P	
OR10Z1	
OR11A1	hs6M1-18
OR11G1P	
OR11G2	
OR11H1	OR22-1
OR11H2	
OR11H3P	
OR11H4	
OR11H5P	
OR11H6	
OR11H7	
OR11I1P	
OR11J1P	
OR11J2P	
OR11K1P	
OR11L1	
OR11M1P	
OR12D1P	hs6M1-19
OR12D2	hs6M1-20
OR12D3	hs6M1-27
OR13A1	
OR13C1P	
OR13C2	
OR13C3	
OR13C4	
OR13C5	
OR13C6P	
OR13C7P	OST706
OR13C8	
OR13C9	
OR13D1	
OR13D2P	
OR13D3P	
OR13E1P	OST741
OR13F1	
OR13G1	
OR13H1	
OR13I1P	
OR13J1	
OR13K1P	
OR1A1	OR17-7
OR1A2	OR17-6
OR1AA1P	
OR1AB1P	
OR1B1	OR9-B
OR1C1	HSTPCR27,TPCR27
OR1D2	OR17-4
OR1D3P	OR11-13,OR11-22,OR17-23
OR1D4	OR17-30
OR1D5	OR17-31
OR1E1	HGM071,OR13-66,OR17-2,OR17-32
OR1E2	OR17-135,OR17-93
OR1E3	OR17-210
OR1F1	OLFMF,OR16-36,OR16-37,OR16-88,OR16-89,OR16-90,OR3-145
OR1F12	OR1F12Q,hs6M1-35P
OR1F2P	OLFMF2
OR1G1	OR17-209
OR1H1P	OST26
OR1I1	OR19-20,OR1I1P,OR1I1Q
OR1J1	hg32
OR1J2	OST044
OR1J4	HSHTPCRX01,HTPCRX01
OR1K1	MNAB,hg99
OR1L1	OR9-C
OR1L3	OR9-D
OR1L4	OR9-E
OR1L6	
OR1L8	
OR1M1	OR19-6
OR1N1	OR1-26
OR1N2	
OR1P1	OR17-208
OR1Q1	HSTPCR106,OR9-A,OST226,OST226OR9-A,TPCR106
OR1R1P	OR17-1
OR1S1	OST034
OR1S2	
SLC12A3	NCCT
OR1X1P	
OR2A1	
OR2A12	
OR2A13P	
OR2A14	OST182
OR2A15P	
OR2A20P	
OR2A2	OST008
OR2A3P	
OR2A4	
OR2A5	OR7-138,OR7-141
OR2A7	HSDJ0798C17
OR2A9P	HSDJ0798C17
OR2AD1P	OR2AD1,hs6M1-8P
OR2AE1	
OR2AF1P	
OR2AG1	
OR2AG2	
OR2AH1P	
OR2AI1P	
OR2AJ1	OR2AJ1Q
OR2AL1P	
OR2AM1P	
OR2AP1	
OR2AQ1P	
OR2AS1P	
OR2AT1P	
OR2B2	OR2B2Q,OR6-1,hs6M1-10
OR2B3	OR6-4
OR2B4P	hs6M1-22
OR2B6	OR5-40,OR5-41,OR6-31,dJ408B20.2
OR2B7P	hs6M1-31P
OR2B8P	hs6M1-29P
OR2C1	OLFmf3
OR2C3	OST742
OR2D2	OR11-610,hg27
OR2D3	
OR2E1P	HS29K1,HSNH0569I24,hs6M1-9,hs6M1-9p
OR2F1	OLF3,OR14-60,OR7-139,OR7-140
OR2F2	OR7-1
OR2G1P	OST619,hs6M1-25
OR2G2	
OR2G3	
OR2H1	OR6-2
OR2H2	hs6M1-12
OR2H4P	OR2H4,OR6-3,dJ80I19.6,hs6M1-7
OR2H5P	HS271M21,OR2H5,hs6M1-13
OR2I1P	HS6M1-14
OR2J1	OR6-5,dJ80I19.2,hs6M1-4
OR2J2	OR6-8,dJ80I19.4,hs6M1-6
OR2J3	OR6-6
OR2J4P	OR6-9,dJ80I19.5,hs6M1-5
OR2K2	HSHTPCRH06,HTPCRH06
OR2L1P	HSHTPCRX02,HTPCRX02
OR2L2	HSHTPCRH07,HTPCRH07
OR2L3	
OR2L5	
OR2L6P	
OR2L8	
OR2L9P	
OR2M1P	OST037
OR2M2	OR2M2Q,OST423
OR2M3	OST003
OR2M4	HSHTPCRX18,HTPCRX18,OST710,TPCR100
OR2N1P	OR6-7
OR2P1P	hs6M1-26
OR2Q1P	OR7-2
OR2R1P	OST058
OR2S1P	OST611
SLC13A1	NAS1,NaSi-1
OR2S2	
OR2T1	OR1-25
OR2T2	
OR2T3	
OR2T4	OR2T4Q
OR2T5	
OR2T6	OST703
OR2T7	OST723
OR2T8	
OR2U1P	hs6M1-24
OR2U2P	hs6M1-23
OR2V1	OST265
OR2V2	OST713
OR2W1	hs6M1-15
OR2W2P	hs6M1-30P
OR2W3	OST718
OR2W4P	
OR2W5	OST722
OR2W6P	
OR2Y1	
OR2Z1	
OR3A1	OLFRA03,OR17-40,OR40
OR3A2	OLFRA04,OR17-228,OR228
OR3A3	OR17-137,OR17-16,OR17-201
OR3A4P	
OR3B1P	
OR4A10P	
OR4A11P	
OR4A12P	
OR4A13P	
OR4A14P	
OR4A15	
OR4A16	OR4A16Q
OR4A17P	
OR4A18P	
OR4A19P	
OR4A1P	OR11-30
OR4A21P	
OR4A2P	
OR4A3P	
OR4A4P	
OR4A5	
OR4A6P	
OR4A7P	
OR4A8P	
OR4A9P	
OR4B1	OST208
OR4B2P	hg449
OR4C10P	
OR4C11	
OR4C12	
OR4C13	
OR4C14P	
OR4C15	
OR4C16	
OR4C1P	HSHTPCRX11,HTPCRX11
OR4C2P	
OR4C3	
OR4C4P	OR4C47P
OR4C5	OR4C5Q
OR4C6	
OR4C7P	
OR4C9P	
OR4D1	TPCR16
OR4D10	OST711
OR4D11	
OR4D2	
OR4D5	
OR4D6	
OR4D7P	OST724
OR4D8P	
OR4D9	
OR4E1	
OR4E2	
OR4F13P	
OR4F14P	
OR4F15	
OR4F16	
OR4F17	
OR4F1P	HSDJ0609N19
OR4F2P	OR4F2,S191N21,hs6M1-11
OR4F3	
OR4F4	OR4F18
OR4F5	
OR4F6	
OR4F7P	
OR4F8P	
OR4G1P	OLB
OR4G2P	
OR4G3P	OLC,OLC-7501
OR4G4P	
SLC15A1	HPECT1,HPEPT1,PEPT1
OR4G6P	
OR4H6P	OR14-58,OR15-69,OR15-71,OR15-80,OR15-81,OR15-82,OR4-114,OR4-115,OR4-119,OR4H6,OR4H9,OR5-39,OR5-84
OR4H8P	
OR4K1	
OR4K11P	OR21-1
OR4K12P	OR21-2
OR4K13	
OR4K14	
OR4K15	OR4K15Q
OR4K16P	
OR4K17	
OR4K2	
OR4K3	
OR4K4P	
OR4K5	
OR4K6P	
OR4K7P	
OR4K8P	
OR4L1	
OR4M1	
OR4M2	
OR4N1P	
OR4N2	
OR4N3P	
OR4N4	
OR4N5	
OR4P1P	
OR4P4	
OR4Q1P	
OR4Q2	
OR4Q3	C14orf13
OR4R1P	
OR4R2P	
OR4R3P	
OR4S1	
OR4S2	OST725
OR4T1P	
OR4U1P	
OR4V1P	
OR4W1P	
OR4X1	
OR4X2	
OR51A10P	
OR51A1P	
OR51A2	
OR51A3P	
OR51A4	
OR51A5P	
OR51A6P	
OR51A7	
OR51A8P	
OR51A9P	
OR51B2	
OR51B3P	
OR51B4	
OR51C1P	OST734
OR51D1	OR51D1Q
OR51E1	GPR136
OR51E2	PSGR
OR51F1	
OR51F2	
OR51G1	
OR51G2	
OR51H1P	
OR51H2P	
OR51I1	
OR51I2	
OR51J1	
OR51K1P	
OR51L1	
OR51M1	
OR51N1P	
OR51P1P	
OR51Q1	
OR51R1P	
OR51S1	
OR51T1	
OR52A1	HPFH1OR
OR52B1P	
OR52B2	
OR52B3P	
OR52B4	
OR52B5P	
SLC18A1	CGAT
OR52B6	
OR52D1	
OR52E1	
OR52E2	
OR52E3P	
OR52E4	
OR52E5	
OR52E6	
OR52E7P	
OR52E8	
OR52H1	
OR52H2P	
OR52I1	
OR52I2	
OR52J1P	
OR52J2P	
OR52J3	
OR52K1	
OR52K2	
OR52K3P	
OR52L1	
OR52L2P	
OR52M1	
OR52M2P	
OR52N1	
OR52N2	
OR52N3P	
OR52N4	
OR52N5	OR52N5Q
OR52P1P	
OR52P2P	
OR52Q1P	
OR52R1	
OR52S1P	
OR52T1P	
OR52U1P	
OR52V1P	
OR52W1	
OR52X1P	
OR52Y1P	
OR55B1P	
OR56A1	
OR56A3	
OR56A4	
OR56A5	
OR56A7P	
OR56B1	
OR56B2P	
OR56B3P	
OR56B4	
OR5A1	OST181
OR5A2	
OR5AC1	
OR5AC2	HSA1
OR5AH1P	
OR5AK1P	
OR5AK2	
OR5AK3P	
OR5AK4P	
OR5AL1	
OR5AL2P	
OR5AM1P	
OR5AN1	
OR5AN2P	
OR5AP1P	
OR5AP2	
OR5AQ1P	
OR5AR1	
OR5AS1	
OR5AU1	
OR14L1P	
OR5AW1P	
OR14A2	
OR14K1	
OR5AZ1P	
OR5B10P	OR13-34,OR13-64,OR13-67
OR5B12	OST743
OR5B15P	
OR5B17	
OR5B19P	
OR5B1P	OR3-144,OR6-55,OR6-57,OR8-122,OR8-123,OR912-92
OR5B2	OST073
OR5B3	OST129
OR5BA1P	
OR5BB1P	
OR5BC1P	
OR5BD1P	
OR5BE1P	
SLC18A2	SVAT,SVMT
OR5BH1P	
OR5BJ1P	OST740
OR5BK1P	
OR5BL1P	
OR5BM1P	
OR5BN1P	
OR5BP1P	
OR5BQ1P	
OR5BR1P	
OR5C1	OR9-F,hRPK-465_F_21
OR5D13	
OR5D14	
OR5D15P	
OR5D16	
OR5D17P	
OR5D18	
OR5D2P	OR11-7a,OR18-17,OR18-42,OR18-43,OR18-44,OR8-125,OR8-127,OR912-47,OR912-91,OR912-94,R5D9P
OR5D3P	OR11-8b,OR11-8c
OR5E1P	HSTPCR24,TPCR24
OR5F1	OR11-10
OR5F2P	
OR5G1P	OR11-104,OR93
OR5G3	
OR5G4P	
OR5G5P	
OR5H1	HSHTPCRX14,HTPCRX14
OR5H2	
OR5H3P	
OR5H4P	
OR5H5P	
OR5H6	
OR5H7P	
OR5H8P	
OR5I1	HSOlf1,OLF1
OR5J1P	HTPCRH02
OR5K1	HSHTPCRX10,HTPCRX10
OR5K2	
OR5L1	OST262
OR5L2	HSHTPCRX16,HTPCRX16
OR5M1	OST050
OR5M10	
OR5M11	OR11-199
OR5M12P	
OR5M13P	
OR5M14P	
OR5M2P	
OR5M3	
OR5M4P	
OR5M5P	
OR5M6P	
OR5M7P	
OR5M8	
OR5M9	
OR5P1P	
OR5P2	JCG3
OR5P3	JCG1
OR5P4P	OST730
OR5R1	
OR5S1P	
OR5T1	
OR5T2	
OR5T3	OR5T3Q
OR5V1	hs6M1-21
OR5W1P	
OR5W2	
OR6A2	OR11-55
OR6B1	OR7-3
OR6B2	
OR6B3	OR6B3Q
OR6C1	OST267
OR6C2	OR6C67
OR6C3	OST709
OR6D1P	
OR6E1P	
OR6F1	OST731
OR6J1	
OR6K1P	
OR6K2	
OR6K3	
OR6K4P	
OR6K5P	
OR6K6	
OR6L1P	
OR6L2P	
OR6M1	
OR6M2P	
OR6M3P	
OR6N1	
SLC18A3	VACHT
OR6N2	
OR6P1	
OR6Q1	
OR6R1P	
OR6S1	OR6S1Q
OR6T1	
OR6V1	GPR138
OR6W1P	sdolf
OR6X1	
OR6Y1	
OR7A10	
OR7A11P	OST527
OR7A15P	OR19-1,OR19-134,OR19-146
OR7A17	HTPCRX19
OR7A18P	
OR7A19P	
OR7A1P	OLF4p,OR19-3,hg513
OR7A3P	OR11-7b,OR14-11,OR14-59,OR19-12
OR7A5	HTPCR2
OR7A8P	HG83,OR19-11,OST042
OR7C1	OR19-5
OR7C2	OR19-18
OR7D1P	OR19-A
OR7D2	FLJ38149,HTPCRH03,OR19-4
OR7D4	OR19-B,hg105
OR7E100P	
OR7E101P	
OR7E102P	
OR7E104P	
OR7E105P	
OR7E106P	OST215
OR7E108P	OST726
OR7E109P	OST721
OR7E10P	OR11-1
OR7E110P	OR912-108,OR912-109,OR912-110,OR912-46,hg523,hg674
OR7E111P	
OR7E115P	OST704
OR7E116P	OST733
OR7E117P	OST716
OR7E11P	OR11-2
OR7E121P	
OR7E122P	OST719
OR7E125P	PJCG6
OR7E126P	OR11-1,hg500
OR7E128P	
OR7E129P	
OR7E12P	OR11-3
OR7E130P	OST702
OR7E13P	OR11-4
OR7E14P	OR11-5
OR7E15P	OR11-392,OST001
OR7E16P	OR19-133,OR19-9
OR7E18P	OR19-14,TPCR26
OR7E19P	OR19-7
OR7E1P	
OR7E21P	OR4DG,OST035
OR7E22P	OR3.6,OR6DG
OR7E24	HSHT2,OR19-8,OR7E24Q
OR7E25P	CIT-B-440L2,OR19-C
OR7E26P	OR1-51,OR1-72,OR1-73,OR912-95
OR7E28P	OST128,hg616
OR7E29P	OST032
OR7E2P	OR11-6,hg94
OR7E31P	OST205
OR7E33P	hg688
OR7E35P	OST018
OR7E36P	OST024
OR7E37P	hg533
OR7E38P	OST127
OR7E39P	hg611
OR7E41P	OR11-20,OR8-126,hg84
OR7E43P	OR4-116
OR7E46P	MCEEP,OST379
OR7E47P	OR7E141
SLC19A1	FOLT
OR7E4P	OR11-11a
OR7E53P	OR3-142,OR3-143
OR7E55P	OR2DG,OR3.2,OST013
OR7E59P	OST119
OR7E5P	FLJ31393,OR11-12
OR7E62P	OR2-53,OR7E62,OR7E63,OR7E64
OR7E66P	HG630,OR3.3,OR3DG
OR7E7P	
OR7E83P	
OR7E84P	OST185
OR7E85P	
OR7E86P	
OR7E87P	OR11-9
OR7E89P	
OR7E8P	OR11-11a
OR7E90P	OST705
OR7E91P	
OR7E93P	
OR7E94P	
OR7E96P	
OR7E97P	
OR7E99P	
OR7G1	OR19-15
OR7G2	OST260
OR7G3	OST085
OR7H1P	OR7H1
OR7K1P	
OR7L1P	
OR7M1P	
OR8A1	OST025
OR8A2P	
OR8B10P	
OR8B12	
OR8B1P	OR11-561
OR8B2	
OR8B3	
OR8B4	
OR8B5P	
OR8B6P	
OR8B7P	
OR8B8	TPCR85
OR8B9P	
OR8C1P	OR11-175,OR912-106,OR912-45
OR8D1	OST004
OR8D2	
OR8D4	
OR8F1P	
OR8G1	HSTPCR25,TPCR25
OR8G2	HSTPCR120,ORL206,ORL486,TPCR120
OR8G3P	
OR8H1	
OR8H2	
OR8H3	
OR8I1P	
OR8I2	
OR8J1	
OR8J2	
OR8J3	
OR8K1	
OR8K2P	
OR8K3	
OR8K4P	
OR8K5	
OR8L1P	
OR8Q1P	
OR8R1P	
OR9A1P	HSHTPCRX06,HTPCRX06
OR9A2	
OR9A3P	
OR9A4	
OR9G1	
OR9G2P	
OR9G3P	
OR9G4	
OR9H1P	
OR9I1	
OR9I2P	
OR9I3P	OST714
OR9K1P	
OR9K2	
SLCO1A2	OATP,OATP-A,OATP1A2
OR9L1P	
OR9M1P	
OR9N1P	
OR9P1P	
OR9Q1	
OR9Q2	
OR9R1P	
ORC1	HSORC1,PARC1
ORC2	
ORC3	IMAGE50150,LATHEO
ORC4	HsORC4,Orc4p
ORC5	ORC5T,Orc5p
ORC6	
SLC22A13	OAT10,OCTL1,OCTL3
SLC22A14	OCTL2
VN1R7P	
VN1R8P	
ORM2	AGP-B,AGP-B',AGP2
ORMDL1	
ORMDL2	HSPC160,MST095,MSTP095,adoplin-2
ORMDL3	
OSBP	OSBP1
OSBP2	KIAA1664,ORP-4,ORP4
OSBPL10	
OSBPL11	FLJ13012,FLJ13164,ORP-11,ORP11
OSBPL1A	ORP-1,ORP1
OSBPL2	KIAA0772,ORP-2
OSBPL3	KIAA0704,ORP-3,ORP3
OSBPL5	KIAA1534,ORP5
OSBPL6	ORP6
OSBPL7	MGC71150,ORP7
OSBPL8	MST120,MSTP120,ORP8,OSBP10
OSBPL9	
OSGEP	GCPL1,KAE1,OSGEP1,PRSMG1
OSM	MGC20461
OSMR	OSMRB
OSTF1	OSF,SH3P2,bA235O14.1
OTC	
OTOF	DFNB6,FER1L2
OTOG	FLJ46346,OTGN,mlemp
OTOR	FDP,MIAL,MIAL1
OTP	
OTSC1	OTS
OTSC2	
OTSC3	
OTX1	
OTX2	
SLC35C2	CGI-15,bA394O2.1
OVGP1	CHIT5
OVOL1	
OXA1L	MGC133129,OXA1
OXCT1	SCOT
OXR1	TLDC3
OXT	OT-NPI,OXT-NPI
OXTR	
P200	
P2RX1	P2X1
P2RX2	P2X2
P2RX3	P2X3
P2RX4	P2X4
P2RX5	P2X5
P2RX7	MGC20089,P2X7
P2RY1	P2Y1
P2RY11	P2Y11
P2RY2	P2U
P2RY4	NRU,P2P,P2Y4,UNR
P2RY6	P2Y6
P2RY8	P2Y8
P4HA1	C-P4Halpha(I)
P4HA2	C-P4Halpha(II)
P4HB	DSI,GIT,P4Hbeta,PDI,PDIA1,PO4HB,PROHB
PA2G4	
PA2G4P1	
PA2G4P2	PA2G4L5,bA102J14.2
PABPC1	PABP1,PABPL1
PABPC3	PABP3,tPABP
PABPC4	APP-1,iPABP
PABPC5	PABP5
PABPC1P1	PABP1
PABPC1P2	PABP2,PABP4
PABPC1P3	PABP3
PABPC1P10	D3S3192
PABPL2	
PABPN1	PAB2
PABX	
PABY	
FURIN	SPC1
PCSK6	SPC4
PACSIN1	SDPI
PACSIN2	SDPII
PACSIN3	SDPIII
PADI1	HPAD10,PAD1,PDI,PDI1
SLC22A1	OCT1
PADI2	KIAA0994,PDI2
PADI3	PDI3
PADI4	PDI4,PDI5
PAEP	GD,GdA,GdF,GdS,MGC138509,MGC142288,PAEG,PP14
PAFAH1B1	LIS1,PAFAH
PAFAH1B2	
PAFAH1B3	
PAFAH1B1P1	LIS2
PAFAH1B1P2	LIS2P
PAFAH2	HSD-PLA2
PAH	PH
PAICS	ADE2H1,AIRC
PAICSP1	
PAICSP2	
PAK1	
PAK2	PAK65,PAKgamma
PAK3	bPAK,hPAK3
PAK4	
PAK6	PAK5
PAK7	KIAA1264,PAK5
	KIAA0270
PALM2	
PALMD	FLJ20271,PALML
PAM	PHM
PANK1	MGC24596,PANK1a,PANK1b
PANX1	MRS1,PX1,UNQ2529
PANX2	PX2,hPANX2
REG3A	PAP1,PBCGF,REG-III,REG3
PAPOLA	
PAPOLB	PAPT
PAPOLG	FLJ12972
PAPPA	ASBABP2,DIPLA1,IGFBP-4ase,PAPP-A,PAPPA1
PARD3	ASIP,Baz,PAR3,PARD3A
PARD6A	PAR-6,PAR-6A,PAR6alpha,TAX40,TIP-40
PARD6B	PAR-6B
PARD6G	PAR-6G,PAR6gamma
PARG	
PARK10	AAOPD
PARK2	AR-JP,PDJ,parkin
PARK3	
PARK4	
PARK7	DJ-1,DJ1
PARN	DAN
PARVA	FLJ10793,FLJ12254
PARVB	CGI-56
PARVG	
PASK	KIAA0135,PASKIN,STK37
PAWR	PAR4,par-4
PAX1	
PAX2	
PAX3	HUP2
PAX4	MODY9
PAX5	BSAP
PAX6	D11S812E,WAGR
PAX7	Hup1
PAX8	
PAX9	
PAXIP1	CAGF28,CAGF29,PTIP,TNRC2
PBCRA1	CRAPB,PBCRA
PBG1	
PEBP1	HCNP,PEBP,RKIP
PBX1	
PBX2	G17,HOX12,PBX2MHC
PBX3	
PBX4	
PBX2P1	
PC	PCB
PCA3	DD3,NCRNA00019
ANO7	IPCA-5,NGEP,PCANAP5L
SLC45A3	IPCA-2,IPCA-6,IPCA-8,prostein
PCAP	HPC2,HPC8
PCBD1	PCD
PCBP1	HNRPE1,HNRPX,hnRNP-E1,hnRNP-X
PCBP2	HNRPE2,hnRNP-E2
PCBP2P1	
PCBP2P2	
PCBP3	
PCBP4	LIP4,MCG10
PCCA	
PCCB	
PCDH1	pc42
PCDH10	KIAA1400,OL-PCDH
PCDH11X	PCDH-X,PCDHX
PCDH11Y	PCDHY
PCDH12	VE-cadherin-2
PCDH15	CDHR15
ADRA1B	
SLC22A3	EMT,OCT3
DCHS1	CDHR6,FIB1,FLJ11790,KIAA1773
PCDH17	PCDH68,PCH68
PCDH18	KIAA1562,PCDH68L
PCDH19	EIEE9,KIAA1313
PCDH20	FLJ22218,PCDH13
CDHR1	KIAA1775
PCDH7	BH-Pcdh
PCDH8	ARCADLIN,PAPC
PCDH9	
PCDHA1	
PCDHA10	CNR8,CNRN8,CRNR8,PCDH-ALPHA10
PCDHA11	CNR7,CNRN7,CRNR7,PCDH-ALPHA11
PCDHA12	PCDH-ALPHA12
PCDHA13	CNR5,CNRN5,CRNR5,PCDH-ALPHA13
PCDHA2	
PCDHA3	PCDH-ALPHA3
PCDHA4	CNR1,CNRN1,CRNR1,PCDH-ALPHA4
PCDHA5	CNR6,CNRN6,CRNR6,PCDH-ALPHA5
PCDHA6	CNR2,CRNR2,PCDH-ALPHA6
PCDHA7	CNR4,CRNR4
PCDHA8	
PCDHA9	KIAA0345,PCDH-ALPHA9
PCDHAC1	
PCDHAC2	PCDH-ALPHA-C2
PCDHACT	PCDHAC
PCDHB1	PCDH-BETA1
PCDHB10	
PCDHB11	ME2,PCDH-BETA11
PCDHB12	PCDH-BETA12
PCDHB13	PCDH-BETA13
PCDHB14	PCDH-BETA14
PCDHB15	PCDH-BETA15
PCDHB16	KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8a
PCDHB17	PCDH-psi1
PCDHB18	PCDH-psi2
PCDHB19P	PCDH-PSI5
PCDHB2	PCDH-BETA2
PCDHB3	PCDH-BETA3
PCDHB4	PCDH-BETA4
PCDHB5	DKFZp586B0217,PCDH-BETA5
PCDHB6	PCDH-BETA6
PCDHB7	PCDH-BETA7
PCDHB8	PCDH-BETA8,PCDH3I
PCDHB9	PCDH-BETA9,PCDH3H
PCDHGA1	PCDH-GAMMA-A1
PCDHGA10	PCDH-GAMMA-A10
PCDHGA11	PCDH-GAMMA-A11
PCDHGA12	FIB3,KIAA0588,PCDH-GAMMA-A12
PCDHGA2	PCDH-GAMMA-A2
PCDHGA3	PCDH-GAMMA-A3
PCDHGA4	PCDH-GAMMA-A4
PCDHGA5	CDH-GAMMA-A5,ME3,PCDH-GAMMA-A5
PCDHGA6	PCDH-GAMMA-A6
PCDHGA7	PCDH-GAMMA-A7
PCDHGA8	KIAA0327,PCDH-GAMMA-A8
PCDHGA9	PCDH-GAMMA-A9
PCDHGB1	PCDH-GAMMA-B1
PCDHGB2	PCDH-GAMMA-B2
PCDHGB3	PCDH-GAMMA-B3
PCDHGB4	CDH20,FIB2,PCDH-GAMMA-B4
PCDHGB5	PCDH-GAMMA-B5
PCDHGB6	PCDH-GAMMA-B6
PCDHGB7	ME6,PCDH-GAMMA-B7
PCDHGB9P	PSI6
PCDHGC3	PC-43,PC43,PCDH-GAMMA-C3
PCDHGC4	PCDH-GAMMA-C4
PCDHGC5	PCDH-GAMMA-C5
PCDHGCT	PCDHGC
PCK1	PEPCK-C
PCK2	PEPCK,PEPCK2
PCLO	ACZ,DKFZp779G1236,KIAA0559
PCM1	PTC4
PCNAP	
PCNAP1	p1PCNA
PCNAP2	pF2PCNA
PCNT	KIAA0402,PCN,PCNTB,SCKL4
PCNXL2	FLJ11383,KIAA0435
PCOLCE	PCPE,PCPE1
PCOLCE2	PCPE2
CHMP1A	CHMP1,KIAA0047,Vps46A
PCOS1	
PCP4	PEP-19
MED15	Arc105,CAG7A,TIG-1
PCSK1	PC1,PC3,SPC3
PCSK1N	SAAS
PCSK2	PC2,SPC2
PCSK4	DKFZp434B217,MGC34749,PC4,SPC5
PCSK5	PC5,PC6,SPC6
PCSK7	LPC,PC7,PC8,SPC7
CDK16	FLJ16665,PCTAIRE,PCTAIRE1,PCTGAIRE
CDK17	PCTAIRE2
CDK18	PCTAIRE3
PCTP	STARD2
PCYT1A	CT,CTPCT
SLC22A2	OCT2
PCYT1B	CCT-beta,CTB
PCYT2	ET
PDAP1	HASPP28,PAP1
PDB1	
PDB2	
PDB4	
PDB5	
PDB6	
PDC	MEKA
PDCD1	CD279,PD1
PDCD10	TFAR15
PDCD2	RP8,ZMYND7
PDCD4	H731
PDCD5	MGC9294,TFAR19
PDCD6	ALG-2,PEF1B
PDCD6IP	AIP1,Alix,Hp95
PDCD7	ES18,HES18
PDCL	DKFZp564M1863,PhLP
PDE10A	
PDE11A	
PDE1A	
PDE1B	
PDE1C	Hcam3
PDE2A	
PDE3A	CGI-PDE
PDE3B	HcGIP1
PDE4A	
PDE4B	
PDE4D	
PDE4DIP	KIAA0454,KIAA0477,MMGL
PDE5A	
PDE6A	RP43
PDE6B	CSNB3,RP40,rd1
PDE6C	ACHM5,COD4,PDEA2
PDE6D	
PDE6G	
PDE6H	
PDE7A	HCP1
PDE7B	
PDE8A	HsT19550
PDE8B	
PDE9A	
PDGFA	PDGF-A,PDGF1
PDGFB	SSV
PDGFC	SCDGF,fallotein
PDGFRA	CD140a,PDGFR2
PDGFRB	CD140b,JTK12,PDGFR1
PDGFRL	PRLTS
PDHA1	
PDHA2	
PDHB	
PDIA2	PDA2,PDI,PDIR
PDK1	
PDK2	PDHK2
PDK3	
PDK4	
PDLIM1	CLP-36,CLP36,hCLIM1
PDLIM2	
PDPK1	PDK1
PDR	
PDXK	FLJ21324,FLJ31940,MGC15873,PKH,PNK,PRED79
PDYN	ADCA,PENKB
PDZD2	KIAA0300
PDZK1	NHERF3,PDZD1
PEA15	HMAT1,HUMMAT1H,MAT1,MAT1H,PEA-15,PED
PECAM1	CD31
ECI2	ACBD2,DRS1,HCA88
PEE1	
PEG10	HB-1,KIAA1051,MEF3L,Mar2,Mart2,RGAG3
PEG3	KIAA0287,ZKSCAN22,ZNF904,ZSCAN24
PELI1	
PELI2	
PELO	
PEMT	PEMPT,PEMT2
PENK	
PEPB	
PEPC	
PEPD	
PEPE	
PER1	RIGUI
PER2	KIAA0347
PER3	
PES1	PES
PET112	
PEX1	
PEX10	RNF69
PEX11A	MGC119947,MGC138534,PEX11-ALPHA
PEX11B	
PEX12	
PEX13	
PEX14	
PEX16	
SLC22A4	MGC34546,OCTN1
PEX3	
PEX6	PAF-2,PXAAA1
PEX7	PTS2R,RD
PF4	CXCL4,SCYB4
PF4V1	CXCL4L1,CXCL4V1,SCYB4V1
PFAS	FGARAT,KIAA0361
CFP	
PFDN1	PFD1
PFDN2	
PFDN4	C-1,C1,PFD4
PFDN5	MM-1,PFD5
PFKFB1	
PFKFB2	
PFKFB3	
PFKFB4	
PFKL	
PFKM	PFK-1
PFKP	PFK-C,PFKF
PFN1	
PFN2	
CDK14	PFTAIRE1
PGA3	
PGA4	
PGA5	
PGAM1	PGAM-B
PGAM2	PGAM-M
PGAM3P	dJ1128N12.1
PGC	
PGD	
PGDP1	
PGF	D12S1900,PLGF,PlGF-2,SHGC-10760
PGGT1B	BGGI,GGTI
PGK1	
PGK1P1	
PGK1P2	
PGK2	PGK-2,PGKPS
PGL2	
PGLS	6PGL
PGLYRP1	PGRP,PGRP-S,PGRPS,TAG7
PGM1	
PGM2	FLJ10983
PGM3	AGM1,DKFZP434B187,PAGM
PGM5	PGMRP
PGP	
PGPEP1	PGP,PGP-I,PGPI,Pcp
PGRMC1	HPR6.6
PGRMC2	DG6,PMBP
MRXS5	
PHB	PHB1
PHBP1	
PHBP2	
PHBP3	
PHBP4	
ACER3	APHC,FLJ11238
TSPAN32	
PHEX	HPDR1,HYP1,PEX,XLH
PHF1	MTF2L2,TDRD19C
PHF2	CENP-35,JHDM1E,KIAA0662
PHF3	
PHF6	CENP-31,KIAA1823,MGC14797
PHGDH	PDG,PGDH
PHIP	BRWD2,DCAF14,FLJ20705,ndrp
PHKA1	
PHKA2	
PHKB	
PHKBP1	
PHKBP2	
PHKG1	
PHKG2	
PHKG1P3	PHKg1ps2
PHLDA1	DT1P1B11,PHRIP,TDAG51
PHLDA3	TIH1
PHOSPHO1	
PHTF1	
PHTF2	DKFZp434D166
